000121 Errors: L1: 1.086e-02, L2: 1.074e-02, BCE: 3.410e-01, Same sim: 5.703e-01 +/- 4.948e-01, Diff sim: 5.561e-03 +/- 7.353e-02, 
000122 Errors: L1: 1.809e-02, L2: 1.696e-02, BCE: 5.269e-01, Same sim: 3.209e-01 +/- 4.653e-01, Diff sim: 9.722e-03 +/- 9.218e-02, 
000123 Errors: L1: 2.016e-02, L2: 1.661e-02, BCE: 5.050e-01, Same sim: 3.318e-01 +/- 4.665e-01, Diff sim: 1.196e-02 +/- 9.094e-02, 
000124 Errors: L1: 1.035e-02, L2: 1.031e-02, BCE: 3.451e-01, Same sim: 5.875e-01 +/- 4.922e-01, Diff sim: 5.254e-03 +/- 7.207e-02, 
000125 Errors: L1: 2.332e-03, L2: 2.304e-03, BCE: 7.557e-02, Same sim: 9.078e-01 +/- 2.892e-01, Diff sim: 1.195e-03 +/- 3.414e-02, 
000126 Errors: L1: 3.137e-03, L2: 3.125e-03, BCE: 1.095e-01, Same sim: 8.750e-01 +/- 3.307e-01, Diff sim: 1.595e-03 +/- 3.974e-02, 
000127 Errors: L1: 1.075e-02, L2: 1.062e-02, BCE: 3.517e-01, Same sim: 5.750e-01 +/- 4.942e-01, Diff sim: 5.507e-03 +/- 7.313e-02, 
000128 Errors: L1: 1.080e-02, L2: 1.074e-02, BCE: 3.595e-01, Same sim: 5.703e-01 +/- 4.950e-01, Diff sim: 5.500e-03 +/- 7.354e-02, 
000129 Errors: L1: 1.888e-03, L2: 1.875e-03, BCE: 6.272e-02, Same sim: 9.250e-01 +/- 2.634e-01, Diff sim: 9.619e-04 +/- 3.080e-02, 
000130 Errors: L1: 2.049e-03, L2: 2.031e-03, BCE: 6.103e-02, Same sim: 9.187e-01 +/- 2.732e-01, Diff sim: 1.046e-03 +/- 3.205e-02, 
000131 Errors: L1: 1.111e-02, L2: 1.109e-02, BCE: 3.767e-01, Same sim: 5.563e-01 +/- 4.968e-01, Diff sim: 5.636e-03 +/- 7.473e-02, 
000132 Errors: L1: 1.226e-02, L2: 1.206e-02, BCE: 3.902e-01, Same sim: 5.171e-01 +/- 4.994e-01, Diff sim: 6.305e-03 +/- 7.788e-02, 
000133 Errors: L1: 2.555e-03, L2: 2.539e-03, BCE: 8.693e-02, Same sim: 8.984e-01 +/- 3.021e-01, Diff sim: 1.301e-03 +/- 3.583e-02, 
000134 Errors: L1: 3.387e-03, L2: 3.359e-03, BCE: 1.121e-01, Same sim: 8.656e-01 +/- 3.410e-01, Diff sim: 1.728e-03 +/- 4.120e-02, 
000135 Errors: L1: 2.595e-03, L2: 2.578e-03, BCE: 8.259e-02, Same sim: 8.969e-01 +/- 3.041e-01, Diff sim: 1.323e-03 +/- 3.610e-02, 
000136 Errors: L1: 1.097e-02, L2: 1.094e-02, BCE: 3.728e-01, Same sim: 5.625e-01 +/- 4.960e-01, Diff sim: 5.566e-03 +/- 7.421e-02, 
000137 Errors: L1: 1.667e-02, L2: 1.636e-02, BCE: 5.387e-01, Same sim: 3.454e-01 +/- 4.751e-01, Diff sim: 8.599e-03 +/- 9.059e-02, 
000138 Errors: L1: 1.023e-02, L2: 1.019e-02, BCE: 3.395e-01, Same sim: 5.922e-01 +/- 4.914e-01, Diff sim: 5.194e-03 +/- 7.166e-02, 
000139 Errors: L1: 1.115e-02, L2: 1.088e-02, BCE: 3.583e-01, Same sim: 5.639e-01 +/- 4.954e-01, Diff sim: 5.773e-03 +/- 7.399e-02, 
000140 Errors: L1: 1.913e-03, L2: 1.874e-03, BCE: 5.718e-02, Same sim: 9.250e-01 +/- 2.633e-01, Diff sim: 9.877e-04 +/- 3.079e-02, 
000141 Errors: L1: 1.260e-03, L2: 1.250e-03, BCE: 3.997e-02, Same sim: 9.500e-01 +/- 2.179e-01, Diff sim: 6.432e-04 +/- 2.515e-02, 
000142 Errors: L1: 1.796e-03, L2: 1.756e-03, BCE: 5.951e-02, Same sim: 9.297e-01 +/- 2.555e-01, Diff sim: 9.292e-04 +/- 2.980e-02, 
000143 Errors: L1: 1.497e-03, L2: 1.484e-03, BCE: 4.297e-02, Same sim: 9.406e-01 +/- 2.363e-01, Diff sim: 7.642e-04 +/- 2.740e-02, 
000144 Errors: L1: 1.540e-03, L2: 1.523e-03, BCE: 5.249e-02, Same sim: 9.390e-01 +/- 2.392e-01, Diff sim: 7.881e-04 +/- 2.776e-02, 
000145 Errors: L1: 1.387e-03, L2: 1.367e-03, BCE: 4.171e-02, Same sim: 9.453e-01 +/- 2.273e-01, Diff sim: 7.125e-04 +/- 2.630e-02, 
